recency_weight,quantity_weight,recall,precision,hit_rate,n_evaluated
0.3,0.3,0.2733175143264478,0.5381287970838395,0.8996354799513974,4115
0.3,0.5,0.27331053043764586,0.5386634264884569,0.8993924665856622,4115
0.5,0.5,0.27328596759137735,0.5380315917375456,0.8993924665856622,4115
0.7,0.5,0.27273126750722454,0.5367193195625759,0.8991494532199271,4115
0.5,0.3,0.27250113563782047,0.5361846901579587,0.8989064398541919,4115
0.7,0.3,0.2721975406306737,0.5351640340218712,0.8991494532199271,4115
0.3,0.1,0.2717308586947422,0.5342405832320777,0.8984204131227217,4115
0.5,0.1,0.2710292392389663,0.5326852976913731,0.8984204131227217,4115
0.7,0.1,0.27075681283498737,0.5321506682867558,0.8981773997569866,4115
